Campaign Name,Merchant Number,Parent Name,city_id,Merchant Co-hort,Cuisine Type,promotion_type,min_basket_size,Promotion Duration (days),before_Completed Trips ,during_Completed Trips ,before_average_basket_size,during_average_basket_size,before_gross_bookings,during_gross_bookings,before_new_customer,during_new_customer,before_menu_session,during_menu_session,n_redemption,average_promotion_value_usd,Promo costs_usd,before_First Trips Eater,during_First Trips Eater,before_unique_eater,during_unique_eater
Enterprise Multiple Brand,996,Dozer,94,Enterprise,Japanese,BOGO,0,14,272,330,15.2,14.1,4140.6,4657.3,103,118,927,2226,200,1.63,325.32,2,3,139,316
Enterprise Multiple Brand,997,Dozer,1077,Enterprise,Japanese,BOGO,0,14,215,234,14.2,14.6,3049.3,3420.0,90,80,819,1956,158,1.49,235.09,6,0,108,238
Enterprise Multiple Brand,998,Dozer,94,Enterprise,Japanese,BOGO,0,14,226,386,15.5,14.1,3502.6,5422.1,128,213,792,1572,222,1.37,304.24,0,0,108,350
Enterprise Multiple Brand,999,Dozer,965,Enterprise,Japanese,BOGO,0,14,210,333,14.1,15.4,2951.8,5134.7,106,160,989,2466,222,1.28,283.88,4,3,106,314
Enterprise Multiple Brand,1000,Dozer,94,Enterprise,Japanese,BOGO,0,14,170,280,16.2,15.2,2749.9,4240.8,79,115,1010,2330,195,1.31,254.63,0,6,86,258
Enterprise Multiple Brand,1001,Dozer,1077,Enterprise,Japanese,BOGO,0,14,373,426,12.2,13.4,4560.1,5718.8,167,173,1215,2610,222,1.68,373.03,4,0,184,406
Enterprise Multiple Brand,1002,Dozer,1854,Enterprise,Japanese,BOGO,0,14,146,208,10.4,12.1,1526.9,2520.9,51,98,662,1760,162,1.48,239.46,4,12,71,210
Enterprise Multiple Brand,1003,Dozer,94,Enterprise,Japanese,BOGO,0,14,317,465,14.5,15.0,4586.7,6971.9,132,183,1194,2264,278,1.49,413.00,2,9,155,440
Enterprise Multiple Brand,1004,Dozer,965,Enterprise,Japanese,BOGO,0,14,64,104,14.0,11.4,894.4,1186.8,53,70,483,1082,98,1.37,134.17,0,3,36,106
Enterprise Multiple Brand,1005,Dozer,965,Enterprise,Japanese,BOGO,0,14,305,412,14.1,14.4,4292.1,5946.2,180,260,1154,2768,282,1.39,393.08,0,3,150,414
Enterprise Multiple Brand,1006,Dozer,94,Enterprise,Japanese,BOGO,0,14,164,176,12.9,16.3,2110.6,2866.0,59,53,495,938,95,1.16,110.56,2,0,79,157
Enterprise Multiple Brand,1007,Dozer,94,Enterprise,Japanese,BOGO,0,14,302,390,14.4,13.9,4350.1,5410.4,130,140,1307,2608,255,1.44,367.87,2,0,139,370
Enterprise Multiple Brand,1008,Dozer,965,Enterprise,Japanese,BOGO,0,14,782,1223,14.1,13.9,11066.2,16947.1,328,480,4023,9578,780,1.31,1022.45,12,21,390,1170
Enterprise Multiple Brand,1009,Dozer,965,Enterprise,Japanese,BOGO,0,14,62,126,12.4,12.1,770.9,1536.7,42,88,389,1084,90,1.62,145.46,0,12,35,123
Enterprise Multiple Brand,1010,Dozer,965,Enterprise,Japanese,BOGO,0,14,106,163,13.8,13.6,1460.4,2219.6,64,93,578,1200,110,1.34,147.19,0,12,56,171
Enterprise Multiple Brand,1011,Dozer,1077,Enterprise,Japanese,BOGO,0,14,215,354,14.5,14.4,3120.5,5087.6,128,185,1131,2208,233,1.50,348.64,2,3,116,347
Enterprise Multiple Brand,1012,Dozer,94,Enterprise,Japanese,BOGO,0,14,272,450,15.0,15.6,4089.5,7003.5,117,158,1125,2348,330,1.32,436.44,0,3,140,428
Enterprise Multiple Brand,1013,Dozer,1854,Enterprise,Japanese,BOGO,0,14,199,424,11.2,10.6,2237.1,4491.7,189,245,1286,3576,255,1.22,311.19,4,3,95,361
Enterprise Multiple Brand,1014,Dozer,965,Enterprise,Japanese,BOGO,0,14,328,521,13.8,13.4,4517.9,6971.8,202,303,1454,3356,368,1.56,574.92,0,0,167,507
Enterprise Multiple Brand,1015,Dozer,2091,Enterprise,Japanese,BOGO,0,14,259,442,12.4,13.1,3220.8,5800.9,145,280,1328,2920,282,1.38,388.97,2,6,125,423
Enterprise Multiple Brand,1016,Dozer,1944,Enterprise,Japanese,BOGO,0,14,226,341,13.9,12.9,3147.6,4406.7,92,110,897,2094,215,1.46,313.19,0,0,115,314
Enterprise Multiple Brand,1017,Dozer,94,Enterprise,Japanese,BOGO,0,14,77,133,16.4,16.6,1255.2,2201.2,37,73,389,822,98,1.41,138.10,0,0,37,137
Enterprise Multiple Brand,1018,Gary,94,SMB,Beverage,BOGO,0,14,277,418,9.2,9.2,2561.4,3868.1,191,253,1710,2770,195,3.57,696.71,2,0,131,370
Enterprise Multiple Brand,1019,Gary,1077,SMB,Beverage,BOGO,0,14,234,380,6.3,7.6,1480.7,2875.3,196,250,965,2560,248,3.25,805.79,2,0,120,353
Enterprise Multiple Brand,1020,Gary,94,SMB,Beverage,BOGO,0,14,132,148,8.1,9.5,1074.0,1410.8,68,90,503,1264,60,2.69,161.62,0,0,59,126
Enterprise Multiple Brand,1021,Gary,1077,Enterprise,Beverage,BOGO,0,14,47,111,9.2,6.8,433.6,755.9,46,80,468,1048,68,2.98,202.93,0,3,31,109
Enterprise Multiple Brand,1022,Gary,94,Enterprise,Beverage,BOGO,0,14,235,301,7.1,8.5,1665.1,2573.4,141,158,1406,1988,225,3.34,751.18,2,0,109,288
Enterprise Multiple Brand,1023,Gary,1077,SMB,Beverage,BOGO,0,14,20,76,6.6,8.7,136.0,661.5,18,65,179,1022,50,3.76,188.01,0,6,8,78
Enterprise Multiple Brand,1024,Gary,94,Enterprise,Beverage,BOGO,0,14,130,204,9.5,9.3,1239.1,1904.4,81,90,603,1804,87,2.62,228.26,0,0,64,179
Enterprise Multiple Brand,1025,Gary,965,Enterprise,Beverage,BOGO,0,14,192,361,6.6,7.3,1270.6,2635.5,139,225,1878,3786,185,2.83,523.54,0,3,92,316
Enterprise Multiple Brand,1026,Gary,1077,Enterprise,Beverage,BOGO,0,14,192,288,6.4,6.4,1228.5,1838.0,95,168,1037,1690,150,3.08,462.19,2,3,96,255
Enterprise Multiple Brand,1027,Jasper,94,Enterprise,Chinese,BOGO,0,14,456,754,15.0,18.1,6832.1,13630.9,229,343,4436,8914,462,3.55,1641.21,2,0,239,731
Enterprise Multiple Brand,1028,Jasper,94,Enterprise,Chinese,BOGO,0,14,322,507,20.3,21.8,6542.8,11061.0,158,228,2432,4922,350,3.87,1353.88,0,0,154,473
Enterprise Multiple Brand,1029,Jasper,94,Enterprise,Chinese,BOGO,0,14,186,247,16.6,18.5,3090.2,4554.7,84,113,1838,3440,140,3.78,529.88,0,3,96,241
Enterprise Multiple Brand,1030,Jasper,1944,Enterprise,Chinese,BOGO,0,14,92,218,14.7,19.4,1359.2,4222.0,62,120,971,4030,170,3.98,677.01,0,3,50,218
Enterprise Multiple Brand,1031,Jasper,94,Enterprise,Chinese,BOGO,0,14,197,247,16.8,17.9,3296.4,4411.7,130,115,1455,2372,170,4.00,680.37,2,3,101,227
Enterprise Multiple Brand,1032,Jasper,2090,Enterprise,Chinese,BOGO,0,14,78,162,14.5,17.0,1131.8,2745.4,46,73,1289,1800,87,3.92,341.34,0,0,41,162
Enterprise Multiple Brand,1033,Jasper,94,Enterprise,Chinese,BOGO,0,14,281,507,15.6,17.4,4390.3,8837.0,189,323,2861,5960,297,3.51,1042.89,4,0,145,498
Enterprise Multiple Brand,1034,Jasper,94,Enterprise,Chinese,BOGO,0,14,242,462,15.7,19.8,3808.0,9132.7,161,255,2534,5652,300,3.79,1137.72,2,9,132,431
Enterprise Multiple Brand,1035,Jasper,94,Enterprise,Chinese,BOGO,0,14,273,561,19.4,21.0,5282.9,11770.5,117,223,1776,5212,330,3.88,1279.65,2,0,136,524
Enterprise Multiple Brand,1036,Jasper,94,Enterprise,Chinese,BOGO,0,14,176,360,15.4,22.2,2722.3,7987.5,112,188,2844,5694,215,3.68,791.07,0,0,96,361
Enterprise Multiple Brand,1037,Jasper,94,Enterprise,Chinese,BOGO,0,14,244,328,17.0,19.1,4155.1,6277.8,150,208,2375,4038,210,4.05,851.24,0,0,127,347
Enterprise Multiple Brand,1038,Jasper,1944,Enterprise,Chinese,BOGO,0,14,138,247,14.0,16.9,1936.5,4160.2,106,148,1911,3772,158,3.77,594.98,2,0,71,255
Enterprise Multiple Brand,1039,Jasper,1944,Enterprise,Chinese,BOGO,0,14,6,42,14.8,20.1,96.0,848.5,2,25,276,722,38,4.34,164.96,0,0,4,42
Enterprise Multiple Brand,1040,Jasper,94,Enterprise,Japanese,BOGO,0,14,88,173,37.4,31.8,3297.9,5504.5,35,90,1254,2812,102,4.10,418.02,0,0,43,182
Enterprise Multiple Brand,1041,Jasper,94,Enterprise,Japanese,BOGO,0,14,208,368,27.4,29.9,5695.2,10995.8,90,153,2490,4740,218,4.24,924.19,2,0,102,342
Enterprise Multiple Brand,1042,Kane,1077,Enterprise,Chinese,BOGO,0,14,137,280,16.6,19.6,2281.8,5486.3,106,218,1365,4336,210,3.48,730.82,0,3,71,291
Enterprise Multiple Brand,1043,Kane,94,Enterprise,Chinese,BOGO,0,14,12,44,38.8,45.2,479.1,1968.8,11,33,522,1894,30,9.88,296.28,0,0,7,48
Enterprise Multiple Brand,1044,Kane,94,Enterprise,Chinese,BOGO,0,14,8,13,49.7,48.5,375.9,640.4,11,13,407,868,15,7.19,107.85,0,0,7,20
Enterprise Multiple Brand,1045,Kane,2090,Enterprise,Chinese,BOGO,0,14,0,10,\N,33.1,0.0,334.5,0,8,497,798,15,7.18,107.77,0,0,0,11
Enterprise Multiple Brand,1046,Kane,94,Enterprise,Japanese,BOGO,0,14,54,132,32.6,24.8,1751.6,3281.4,24,78,969,2638,98,5.36,524.81,0,0,25,132
Enterprise Multiple Brand,1047,Kane,94,Enterprise,Chinese,BOGO,0,14,10,26,57.2,42.9,587.5,1112.5,7,15,236,1110,20,9.48,189.69,0,0,6,25
Enterprise Multiple Brand,1048,Kane,1944,Enterprise,Chinese,BOGO,0,14,10,8,38.5,46.4,389.5,350.9,7,5,560,844,8,10.78,86.26,0,0,6,8
Enterprise Multiple Brand,1049,Kane,94,Enterprise,Chinese,BOGO,0,14,12,18,42.3,44.5,517.0,796.5,13,15,551,976,15,10.77,161.60,2,0,7,20
Enterprise Multiple Brand,1050,Kane,94,Enterprise,Chinese,BOGO,0,14,19,36,58.3,51.3,1120.6,1835.2,20,25,959,2248,38,12.21,464.13,0,0,13,36
Enterprise Multiple Brand,1051,Kane,1944,Enterprise,Chinese,BOGO,0,14,6,8,62.3,54.6,375.7,412.1,7,10,443,1236,5,14.35,71.76,0,0,4,8
Enterprise Multiple Brand,1052,Kane,94,Enterprise,Chinese,BOGO,0,14,32,86,49.6,40.7,1602.3,3497.2,26,63,2078,4748,68,7.99,543.00,2,0,19,84
Enterprise Multiple Brand,1053,Kane,94,Enterprise,Chinese,BOGO,0,14,56,90,44.7,45.9,2483.2,4132.1,44,70,1890,3856,57,8.15,464.49,0,0,32,92
Enterprise Multiple Brand,1054,Kane,94,Enterprise,Chinese,BOGO,0,14,23,26,49.3,33.2,1112.7,858.4,18,15,636,1152,12,9.58,114.99,0,0,13,28
Enterprise Multiple Brand,1055,Mandy,94,Enterprise,American,BOGO,0,14,1199,1827,15.0,15.4,18013.9,28050.4,449,583,5090,10666,570,3.85,2192.62,10,15,600,1714
Enterprise Multiple Brand,1056,Mandy,1854,Enterprise,American,BOGO,0,14,257,415,12.4,14.6,3188.1,6074.4,114,153,1391,3016,150,3.89,583.17,2,6,142,381
Enterprise Multiple Brand,1057,Mandy,1944,Enterprise,American,BOGO,0,14,849,1149,14.4,14.8,12219.9,16959.9,427,413,4152,7876,320,3.81,1219.01,6,18,436,1089
Enterprise Multiple Brand,1058,Mandy,94,Enterprise,American,BOGO,0,14,1142,1480,15.2,15.8,17335.8,23366.8,365,478,3903,7986,383,3.98,1525.08,2,9,516,1302
Enterprise Multiple Brand,1059,Mandy,1077,Enterprise,American,BOGO,0,14,835,1174,13.4,14.3,11160.7,16761.7,315,448,3255,7864,285,4.18,1190.07,8,9,414,1067
Enterprise Multiple Brand,1060,Mandy,1139,Enterprise,American,BOGO,0,14,888,1017,13.0,14.0,11546.3,14235.2,383,413,4209,8946,327,4.07,1331.08,6,9,470,949
Enterprise Multiple Brand,1061,Mandy,94,Enterprise,American,BOGO,0,14,1090,1686,14.0,14.9,15253.1,25037.0,405,590,4281,8124,435,3.69,1607.14,0,12,553,1551
Enterprise Multiple Brand,1062,Mandy,1944,Enterprise,American,BOGO,0,14,539,760,13.6,14.1,7329.0,10720.2,238,283,2705,4548,203,4.00,812.73,4,6,276,748
Enterprise Multiple Brand,1063,Mandy,1854,Enterprise,American,BOGO,0,14,892,1061,13.2,13.5,11794.6,14365.7,904,723,5939,7180,383,3.76,1441.21,10,9,458,944
Enterprise Multiple Brand,1064,Mandy,1077,Enterprise,American,BOGO,0,14,803,1086,13.6,13.1,10949.5,14262.4,339,453,3671,8782,297,3.77,1118.76,6,6,394,1002
Enterprise Multiple Brand,1065,Mandy,94,Enterprise,American,BOGO,0,14,876,1160,14.9,15.6,13009.2,18141.0,378,413,3636,6840,372,4.08,1515.99,8,18,440,1053
Enterprise Multiple Brand,1066,Mandy,1854,Enterprise,American,BOGO,0,14,209,291,12.0,12.9,2503.4,3769.5,75,123,1371,2742,87,3.62,314.61,0,9,101,266
Enterprise Multiple Brand,1067,Mandy,94,Enterprise,American,BOGO,0,14,678,938,16.7,15.9,11313.1,14905.7,372,408,3153,5824,327,3.83,1252.42,4,0,353,899
Enterprise Multiple Brand,1068,Mandy,94,Enterprise,American,BOGO,0,14,581,1975,15.6,16.2,9043.6,32020.9,620,1385,3675,10132,560,4.23,2369.80,2,12,283,1641
Enterprise Multiple Brand,1069,Mandy,94,Enterprise,American,BOGO,0,14,768,893,17.2,18.9,13200.1,16905.5,405,373,2964,5696,230,4.22,970.30,0,6,376,784
Enterprise Multiple Brand,1070,Mandy,1077,Enterprise,American,BOGO,0,14,351,1820,15.3,14.5,5355.8,26320.1,447,1408,2580,13302,563,4.05,2280.99,8,21,192,1644
Enterprise Multiple Brand,1071,Mandy,94,Enterprise,American,BOGO,0,14,675,897,16.0,17.2,10818.9,15469.2,288,318,3272,5362,267,4.16,1111.28,8,9,350,843
Enterprise Multiple Brand,1072,Mandy,965,Enterprise,American,BOGO,0,14,701,862,13.2,13.7,9245.5,11785.6,297,328,3356,6388,282,3.66,1031.64,2,6,355,818
Enterprise Multiple Brand,1073,Mandy,94,Enterprise,American,BOGO,0,14,2546,3237,13.9,14.7,35372.9,47677.1,851,1020,9359,17810,825,3.82,3147.60,12,21,1286,2979
Enterprise Multiple Brand,1074,Mandy,1854,Enterprise,American,BOGO,0,14,662,1072,12.2,11.9,8089.4,12748.2,315,445,3261,7816,225,3.83,861.79,4,9,350,988
Enterprise Multiple Brand,1075,Mandy,965,Enterprise,American,BOGO,0,14,642,1048,15.0,15.6,9596.1,16383.4,323,410,2907,8054,308,4.29,1322.72,0,3,330,974
Enterprise Multiple Brand,1076,Mandy,1944,Enterprise,American,BOGO,0,14,487,651,12.7,13.9,6162.8,9063.9,174,228,2103,3882,203,4.13,837.61,6,12,247,624
Enterprise Multiple Brand,1077,Mandy,94,Enterprise,American,BOGO,0,14,798,916,14.9,16.5,11877.8,15127.1,306,358,3489,6322,275,4.32,1189.30,2,3,418,879
Enterprise Multiple Brand,1078,Mandy,1139,Enterprise,American,BOGO,0,14,583,786,12.5,12.6,7285.0,9876.4,227,255,2448,4788,233,4.20,977.44,12,27,295,720
Enterprise Multiple Brand,1079,Mercle,94,Enterprise,Taiwanese,BOGO,0,14,447,603,8.6,9.8,3855.7,5927.4,141,175,852,1428,450,1.67,749.33,4,3,199,526
Enterprise Multiple Brand,1080,Mercle,1077,Enterprise,Chinese,BOGO,0,14,140,212,7.1,7.6,991.1,1600.6,81,90,246,518,165,1.50,247.96,2,6,72,190
Enterprise Multiple Brand,1081,Mercle,965,Enterprise,Chinese,BOGO,0,14,174,299,8.5,8.6,1470.5,2581.6,64,105,336,692,218,1.66,361.98,2,3,85,269
Enterprise Multiple Brand,1082,Mercle,94,Enterprise,Chinese,BOGO,0,14,378,628,8.9,9.4,3367.4,5883.0,110,230,663,2042,503,1.78,895.55,2,12,174,554
Enterprise Multiple Brand,1083,Mercle,94,Enterprise,Chinese,BOGO,0,14,159,212,9.4,9.6,1486.7,2035.9,42,45,291,524,180,1.65,296.51,2,0,79,188
Enterprise Multiple Brand,1084,Mercle,94,Enterprise,Chinese,BOGO,0,14,68,127,8.1,9.6,545.8,1225.2,35,60,191,512,83,1.89,157.22,0,0,36,115
Enterprise Multiple Brand,1085,Mercle,965,Enterprise,Chinese,BOGO,0,14,288,353,7.3,7.7,2094.6,2725.0,92,140,554,1166,233,1.65,383.44,2,0,118,297
Enterprise Multiple Brand,1086,Mercle,1139,Enterprise,Chinese,BOGO,0,14,248,287,6.7,8.2,1654.4,2348.7,95,148,477,886,267,1.56,416.44,4,9,113,263
Enterprise Multiple Brand,1087,Mercle,94,Enterprise,Chinese,BOGO,0,14,15,57,5.4,9.8,79.5,559.3,9,40,54,252,42,2.09,87.77,0,0,6,50
Enterprise Multiple Brand,1088,Mercle,94,Enterprise,Chinese,BOGO,0,14,393,719,9.5,10.1,3726.6,7231.2,198,335,728,1852,597,1.75,1046.94,2,3,196,650
Enterprise Multiple Brand,1089,Mercle,94,Enterprise,Chinese,BOGO,0,14,130,204,8.3,8.7,1069.8,1776.9,37,88,255,590,177,1.68,297.69,2,0,60,188
Enterprise Multiple Brand,1090,Mercle,94,Enterprise,Chinese,BOGO,0,14,256,280,8.9,9.5,2286.0,2645.5,117,123,405,788,192,1.69,324.69,0,6,120,252
Enterprise Multiple Brand,1091,Mercle,94,Enterprise,Chinese,BOGO,0,14,207,194,8.0,8.9,1662.1,1720.5,59,48,344,428,150,1.58,237.15,4,0,90,165
Enterprise Multiple Brand,1092,Mercle,94,Enterprise,Chinese,BOGO,0,14,142,271,8.7,8.6,1239.2,2337.4,64,103,317,750,233,1.72,399.74,0,3,66,244
Enterprise Multiple Brand,1093,Mercle,94,Enterprise,Chinese,BOGO,0,14,109,194,9.0,9.5,980.2,1846.7,53,88,240,450,140,1.51,212.01,0,0,52,165
Enterprise Multiple Brand,1094,Mercle,94,Enterprise,Chinese,BOGO,0,14,68,91,7.5,7.2,506.3,650.2,26,43,152,316,80,1.78,142.36,0,0,31,78
Enterprise Multiple Brand,1095,Mercle,94,Enterprise,Chinese,BOGO,0,14,161,136,10.3,11.4,1655.1,1554.2,119,83,416,530,113,2.11,238.43,2,0,77,129
Enterprise Multiple Brand,1096,Mercle,94,Enterprise,Chinese,BOGO,0,14,41,70,8.5,8.6,345.2,604.6,26,48,113,266,57,1.63,92.91,0,0,20,64
Enterprise Multiple Brand,1097,Mercle,1139,Enterprise,Chinese,BOGO,0,14,752,1027,8.7,9.8,6566.0,10088.3,218,248,1391,2966,777,1.76,1365.13,2,3,352,893
Enterprise Multiple Brand,1098,Mercle,94,Enterprise,Chinese,BOGO,0,14,53,146,9.0,9.1,472.6,1329.3,35,90,138,750,110,1.93,212.65,0,0,28,140
Enterprise Multiple Brand,1099,Mercle,1077,Enterprise,Chinese,BOGO,0,14,138,244,7.0,7.7,962.2,1882.8,57,70,254,608,185,1.53,282.14,0,3,62,204
Enterprise Multiple Brand,1100,Mercle,94,Enterprise,Chinese,BOGO,0,14,466,500,9.3,9.7,4341.8,4862.5,178,165,779,1284,387,1.76,680.39,2,0,221,428
Enterprise Multiple Brand,1101,Mercle,94,Enterprise,Chinese,BOGO,0,14,802,1237,8.9,9.2,7165.8,11332.4,370,545,1925,4032,620,1.60,993.70,4,9,368,1064
Enterprise Multiple Brand,1102,Mercle,1944,Enterprise,Chinese,BOGO,0,14,242,361,7.9,8.7,1919.8,3144.7,62,108,347,732,290,1.70,492.62,0,0,110,305
Enterprise Multiple Brand,1103,Mercle,965,Enterprise,Chinese,BOGO,0,14,199,263,7.3,7.5,1458.0,1984.0,92,125,398,672,170,1.63,276.97,4,0,100,244
Enterprise Multiple Brand,1104,Mercle,94,Enterprise,Chinese,BOGO,0,14,504,722,6.4,8.0,3210.6,5780.6,249,285,1166,2344,593,1.58,938.59,2,6,230,630
Enterprise Multiple Brand,1105,Mercle,2092,Enterprise,Chinese,BOGO,0,14,548,817,7.3,8.3,3987.7,6755.7,147,300,1130,2452,593,1.65,976.53,4,24,245,711
Enterprise Multiple Brand,1106,Mercle,1854,Enterprise,Chinese,BOGO,0,14,47,84,7.5,7.1,356.9,593.5,33,53,122,386,57,1.53,87.44,0,0,26,76
Enterprise Multiple Brand,1107,Mercle,94,Enterprise,Chinese,BOGO,0,14,178,324,8.6,10.0,1527.4,3231.9,134,210,534,1068,252,1.76,443.36,0,0,88,286
Enterprise Multiple Brand,1108,Mercle,94,Enterprise,Taiwanese,BOGO,0,14,120,101,9.1,8.0,1096.5,801.3,81,68,200,502,38,1.44,54.59,0,0,62,95
Enterprise Multiple Brand,1109,Mercle,1854,Enterprise,Chinese,BOGO,0,14,230,335,7.4,7.7,1696.5,2564.5,90,130,539,1316,248,1.55,383.51,0,0,110,297
Enterprise Multiple Brand,1110,Mercle,94,Enterprise,Chinese,BOGO,0,14,218,305,8.0,9.1,1734.5,2785.4,68,88,384,682,215,1.74,374.13,8,3,107,272
Enterprise Multiple Brand,1111,Mercle,1854,Enterprise,Chinese,BOGO,0,14,173,208,7.2,7.7,1237.5,1596.5,79,93,410,956,150,1.65,247.86,0,0,82,185
Enterprise Multiple Brand,1112,Mercle,94,Enterprise,Chinese,BOGO,0,14,241,293,8.6,8.5,2062.7,2492.5,101,150,407,844,210,1.64,345.07,0,3,116,263
Enterprise Multiple Brand,1113,Mercle,94,Enterprise,Taiwanese,BOGO,0,14,618,1167,8.4,9.0,5176.6,10548.1,200,398,1133,3124,788,1.70,1343.15,0,12,281,958
Enterprise Multiple Brand,1114,Mercle,94,Enterprise,Chinese,BOGO,0,14,366,447,9.7,10.0,3549.1,4448.0,141,183,603,938,338,1.85,626.24,6,0,172,389
Enterprise Multiple Brand,1115,Mercle,94,Enterprise,Chinese,BOGO,0,14,442,598,8.7,10.3,3853.4,6139.0,132,185,738,1322,477,1.74,831.52,0,3,196,529
Enterprise Multiple Brand,1116,Mercle,1139,Enterprise,Chinese,BOGO,0,14,114,177,9.4,8.5,1072.5,1509.7,55,85,333,574,140,1.63,228.55,2,6,55,165
Enterprise Multiple Brand,1117,Mercle,965,Enterprise,Chinese,BOGO,0,14,304,428,6.4,7.3,1961.7,3118.0,90,135,695,1458,312,1.54,480.86,2,0,144,375
Enterprise Multiple Brand,1118,Mercle,94,Enterprise,Chinese,BOGO,0,14,747,1067,7.6,8.2,5678.3,8713.3,257,378,2129,4352,600,1.58,948.48,2,0,331,876
Enterprise Multiple Brand,1119,Mercle,965,Enterprise,Chinese,BOGO,0,14,184,344,7.4,8.5,1360.1,2914.8,79,165,482,1260,237,1.76,416.34,0,3,90,322
Enterprise Multiple Brand,1120,Mercle,1854,Enterprise,Taiwanese,BOGO,0,14,441,642,7.9,8.9,3500.0,5698.2,114,193,830,1692,447,1.68,750.34,4,12,199,549
Enterprise Multiple Brand,1121,Mercle,965,Enterprise,Taiwanese,BOGO,0,14,0,18,\N,6.8,0.0,120.2,0,15,6,78,12,3.35,40.19,0,0,0,17
Enterprise Multiple Brand,1122,Mercle,1854,Enterprise,Chinese,BOGO,0,14,239,368,7.6,7.5,1827.0,2756.6,139,168,516,1586,222,1.61,357.05,0,9,113,316
Enterprise Multiple Brand,1123,Mercle,1854,Enterprise,Chinese,BOGO,0,14,104,217,7.4,7.4,768.2,1613.2,51,93,303,778,170,1.53,260.70,6,6,49,185
Enterprise Multiple Brand,1124,Mercle,94,Enterprise,Chinese,BOGO,0,14,253,340,8.6,9.5,2184.9,3236.8,99,105,458,884,240,1.68,404.26,0,0,119,300
Enterprise Multiple Brand,1125,Mercle,965,Enterprise,Chinese,BOGO,0,14,1074,1418,6.8,7.7,7328.3,10880.6,286,350,2264,5174,1040,1.66,1721.47,16,6,488,1207
Enterprise Multiple Brand,1126,Mercle,94,Enterprise,Chinese,BOGO,0,14,184,220,7.7,10.1,1422.9,2227.5,110,100,312,568,162,1.60,259.83,0,6,96,188
Enterprise Multiple Brand,1127,Mercle,1854,Enterprise,Chinese,BOGO,0,14,109,215,7.4,8.2,801.7,1767.0,64,105,359,888,162,1.74,281.56,0,9,56,188
Enterprise Multiple Brand,1128,Mercle,94,Enterprise,Chinese,BOGO,0,14,51,72,6.8,10.8,349.5,776.6,33,55,111,186,75,1.51,113.23,0,0,26,70
Enterprise Multiple Brand,1129,Mercle,1854,Enterprise,Chinese,BOGO,0,14,327,467,7.3,7.7,2376.2,3617.6,185,213,755,1730,327,1.52,496.94,4,12,155,417
Enterprise Multiple Brand,1130,Mercle,94,Enterprise,Chinese,BOGO,0,14,219,363,8.0,9.3,1758.0,3381.3,64,128,419,974,293,1.68,491.31,0,0,104,328
Enterprise Multiple Brand,1131,Mercle,94,Enterprise,Chinese,BOGO,0,14,735,833,8.1,8.8,5925.1,7346.0,396,335,1899,2848,540,1.66,894.61,0,0,322,689
Enterprise Multiple Brand,1132,Mercle,94,Enterprise,Chinese,BOGO,0,14,566,539,8.1,8.7,4597.1,4712.0,251,175,1008,1564,372,1.63,604.91,0,0,274,493
Enterprise Multiple Brand,1133,Mercle,965,Enterprise,Taiwanese,BOGO,0,14,70,219,9.4,8.7,657.8,1906.7,62,180,230,1204,165,1.76,291.11,0,0,37,218
Enterprise Multiple Brand,1134,Mercle,1944,Enterprise,Chinese,BOGO,0,14,104,127,7.8,11.3,816.4,1427.9,62,80,276,480,113,1.92,216.74,0,0,50,123
Enterprise Multiple Brand,1135,Mercle,94,Enterprise,Chinese,BOGO,0,14,50,74,8.3,11.0,415.2,812.2,24,38,116,212,68,1.52,103.19,0,0,22,73
Enterprise Multiple Brand,1136,Mercle,1854,Enterprise,Chinese,BOGO,0,14,0,281,\N,7.4,0.0,2086.0,7,130,50,842,222,1.56,346.19,0,3,0,244
Enterprise Multiple Brand,1137,Mercle,1944,Enterprise,Taiwanese,BOGO,0,14,1421,1676,7.2,7.6,10181.2,12678.6,326,408,2876,5158,785,1.59,1247.26,4,6,629,1397
Enterprise Multiple Brand,1138,Mercle,965,Enterprise,Chinese,BOGO,0,14,178,337,8.2,7.8,1457.2,2637.8,64,155,458,938,267,1.72,459.38,4,6,84,300
Enterprise Multiple Brand,1139,Mercle,1944,Enterprise,Taiwanese,BOGO,0,14,129,243,8.2,9.8,1063.7,2366.6,44,78,326,1016,203,1.73,351.31,0,0,60,224
Enterprise Multiple Brand,1140,Mercle,1854,Enterprise,Taiwanese,BOGO,0,14,37,39,11.3,6.9,421.5,272.4,18,23,90,158,35,1.60,55.90,0,0,17,34
Enterprise Multiple Brand,1141,Mercle,965,Enterprise,Chinese,BOGO,0,14,159,265,6.8,8.8,1076.6,2315.7,79,113,363,812,225,1.75,393.63,0,3,74,255
Enterprise Multiple Brand,1142,Mercle,94,Enterprise,Chinese,BOGO,0,14,288,424,8.4,9.2,2430.2,3899.9,165,278,651,1476,380,1.62,616.72,2,12,140,398
Enterprise Multiple Brand,1143,Mercle,94,Enterprise,Taiwanese,BOGO,0,14,172,155,7.8,9.3,1339.4,1447.9,90,68,305,420,132,1.60,211.36,2,0,77,148
Enterprise Multiple Brand,1144,Mercle,1944,Enterprise,Chinese,BOGO,0,14,219,391,8.0,8.2,1758.7,3209.9,70,123,462,1174,240,1.71,409.58,2,0,98,344
